generator,acc,ap,auc,f_acc,fnr,fpr,r_acc,variant,variant_name
stable_diffusion_v_1_5,87.56875,97.36341984706789,97.213128125,77.3375,22.662499999999994,2.200000000000003,97.8,RP6_gamma_scale_0p50,Gamma scale 0.50
stargan,99.87493746873437,100.0,100.0,100.0,0.0,0.25012506253126787,99.74987493746873,RP6_gamma_scale_0p50,Gamma scale 0.50
stylegan,99.44082790852946,99.99651008567764,99.9964114646905,98.91503922550491,1.0849607744950873,0.03338340844599941,99.966616591554,RP6_gamma_scale_0p50,Gamma scale 0.50
stylegan2,98.43515272909364,99.98821962706285,99.98818175936914,96.92038057085628,3.079619429143719,0.050075112669006216,99.949924887331,RP6_gamma_scale_0p50,Gamma scale 0.50
whichfaceisreal,92.35,98.85415682179915,98.7159,96.39999999999999,3.6000000000000085,11.700000000000003,88.3,RP6_gamma_scale_0p50,Gamma scale 0.50
wukong,83.65,96.14515976257493,95.97264444444444,69.56666666666666,30.433333333333337,2.2666666666666657,97.73333333333333,RP6_gamma_scale_0p50,Gamma scale 0.50
ADM,96.34166666666667,99.51956888110576,99.47610555555556,94.55,5.450000000000003,1.8666666666666742,98.13333333333333,RP6_gamma_scale_1p00,Gamma scale 1.00
DALLE2,98.15,99.8560647653458,99.8359,98.8,1.2000000000000028,2.5,97.5,RP6_gamma_scale_1p00,Gamma scale 1.00
Glide,98.38333333333334,99.84511579957446,99.84023055555555,98.53333333333333,1.4666666666666686,1.7666666666666657,98.23333333333333,RP6_gamma_scale_1p00,Gamma scale 1.00
Midjourney,97.2,99.63461124917676,99.6067,96.23333333333333,3.7666666666666657,1.8333333333333286,98.16666666666667,RP6_gamma_scale_1p00,Gamma scale 1.00
VQDM,93.40833333333333,99.08256864369835,99.07156388888889,88.51666666666667,11.483333333333334,1.7000000000000028,98.3,RP6_gamma_scale_1p00,Gamma scale 1.00
biggan,89.325,99.26843368313611,99.219275,99.3,0.7000000000000028,20.650000000000006,79.35,RP6_gamma_scale_1p00,Gamma scale 1.00
coco_sdxl_nw,98.35000000000001,99.9416677829944,99.9414625,99.7,0.29999999999999716,3.0,97.0,RP6_gamma_scale_1p00,Gamma scale 1.00
cyclegan,96.63133989401969,99.83309802712017,99.83948801202952,100.0,0.0,6.737320211960636,93.26267978803936,RP6_gamma_scale_1p00,Gamma scale 1.00
gaugan,82.83,99.50537386675106,99.577634,100.0,0.0,34.34,65.66,RP6_gamma_scale_1p00,Gamma scale 1.00
progan,99.9875,99.99999375156212,99.99999375,100.0,0.0,0.024999999999991473,99.97500000000001,RP6_gamma_scale_1p00,Gamma scale 1.00
stable_diffusion_v_1_4,92.55833333333334,98.62378111245272,98.59178055555556,87.0,13.0,1.88333333333334,98.11666666666666,RP6_gamma_scale_1p00,Gamma scale 1.00
stable_diffusion_v_1_5,92.90625,98.79108529386482,98.6842328125,87.6375,12.362499999999997,1.8250000000000028,98.175,RP6_gamma_scale_1p00,Gamma scale 1.00
stargan,99.87493746873437,100.0,100.0,100.0,0.0,0.25012506253126787,99.74987493746873,RP6_gamma_scale_1p00,Gamma scale 1.00
