generator,acc,ap,auc,f_acc,fnr,fpr,r_acc,variant,variant_name
progan,99.9875,99.99999375156212,99.99999375,100.0,0.0,0.024999999999991473,99.97500000000001,RZ3_center_crop_tile,Center crop tile
stable_diffusion_v_1_4,90.64166666666667,98.4403187136107,98.40120277777777,82.66666666666667,17.33333333333333,1.38333333333334,98.61666666666666,RZ3_center_crop_tile,Center crop tile
stable_diffusion_v_1_5,90.8625,98.61227256343523,98.49563125,83.0625,16.9375,1.3375000000000057,98.6625,RZ3_center_crop_tile,Center crop tile
stargan,99.87493746873437,100.0,100.0,100.0,0.0,0.25012506253126787,99.74987493746873,RZ3_center_crop_tile,Center crop tile
stylegan,99.32398597896845,99.99824175507001,99.99823637977413,98.6646636621599,1.3353363378401042,0.01669170422300681,99.983308295777,RZ3_center_crop_tile,Center crop tile
stylegan2,98.87956935403105,99.99544019545635,99.99541594565108,97.78417626439659,2.215823735603408,0.025037556334510214,99.97496244366549,RZ3_center_crop_tile,Center crop tile
whichfaceisreal,90.3,97.26880592619027,96.9149,87.7,12.299999999999997,7.099999999999994,92.9,RZ3_center_crop_tile,Center crop tile
wukong,85.00833333333333,97.2420872226027,97.12941944444444,71.61666666666666,28.38333333333334,1.5999999999999943,98.4,RZ3_center_crop_tile,Center crop tile
ADM,96.65,99.6782287711879,99.65103333333334,94.55,5.450000000000003,1.25,98.75,RZ4_tile_mean_aggregation,Native tile mean aggregation
DALLE2,98.55000000000001,99.9037167013713,99.892,98.8,1.2000000000000028,1.7000000000000028,98.3,RZ4_tile_mean_aggregation,Native tile mean aggregation
Glide,98.68333333333334,99.89233020767678,99.89227777777778,98.53333333333333,1.4666666666666686,1.1666666666666714,98.83333333333333,RZ4_tile_mean_aggregation,Native tile mean aggregation
Midjourney,95.08333333333333,99.37995814768574,99.30357777777778,91.25,8.75,1.0833333333333428,98.91666666666666,RZ4_tile_mean_aggregation,Native tile mean aggregation
VQDM,93.71666666666667,99.42745886128203,99.42388333333334,88.51666666666667,11.483333333333334,1.0833333333333428,98.91666666666666,RZ4_tile_mean_aggregation,Native tile mean aggregation
biggan,89.325,99.26910463215792,99.219925,99.3,0.7000000000000028,20.650000000000006,79.35,RZ4_tile_mean_aggregation,Native tile mean aggregation
coco_sdxl_nw,98.6,99.92988364964283,99.92975,99.45,0.5499999999999972,2.25,97.75,RZ4_tile_mean_aggregation,Native tile mean aggregation
cyclegan,96.63133989401969,99.83320476503484,99.83960262251718,100.0,0.0,6.737320211960636,93.26267978803936,RZ4_tile_mean_aggregation,Native tile mean aggregation
gaugan,82.82000000000001,99.50572055998389,99.577862,100.0,0.0,34.36,65.64,RZ4_tile_mean_aggregation,Native tile mean aggregation
progan,99.9875,99.99999375156212,99.99999375,100.0,0.0,0.024999999999991473,99.97500000000001,RZ4_tile_mean_aggregation,Native tile mean aggregation
stable_diffusion_v_1_4,90.80833333333334,98.65742317536305,98.63723333333333,82.8,17.200000000000003,1.1833333333333371,98.81666666666666,RZ4_tile_mean_aggregation,Native tile mean aggregation
stable_diffusion_v_1_5,90.98125,98.82360385396923,98.72357578124999,82.96249999999999,17.03750000000001,1.0,99.0,RZ4_tile_mean_aggregation,Native tile mean aggregation
stargan,99.87493746873437,100.0,100.0,100.0,0.0,0.25012506253126787,99.74987493746873,RZ4_tile_mean_aggregation,Native tile mean aggregation
stylegan,99.33233183107996,99.9982167748896,99.99821130460505,98.6813553663829,1.3186446336170974,0.01669170422300681,99.983308295777,RZ4_tile_mean_aggregation,Native tile mean aggregation
stylegan2,98.87956935403105,99.99544281617959,99.99541908004721,97.78417626439659,2.215823735603408,0.025037556334510214,99.97496244366549,RZ4_tile_mean_aggregation,Native tile mean aggregation
whichfaceisreal,89.85,97.0234661141584,96.6207,86.9,13.099999999999994,7.199999999999989,92.80000000000001,RZ4_tile_mean_aggregation,Native tile mean aggregation
wukong,84.90833333333333,97.58675469019693,97.48544166666666,71.08333333333333,28.91666666666667,1.2666666666666657,98.73333333333333,RZ4_tile_mean_aggregation,Native tile mean aggregation
