generator,acc,alpha_high_neg,alpha_high_neg_guard,alpha_high_pos,alpha_low_neg,alpha_low_pos,anchor_distance,ap,auc,beta,description,f_acc,family,fnr,fpr,gamma,parameter,r_acc,residual_scale,selection_data,semantic_neg_scale,semantic_pos_scale,target_labels_used_for_selection,threshold,tile_scale,value,variant
gaugan,81.33,0.0,0.25,0.4,0.1875,0.0,1.0,84.79790619951186,88.711454,0.25,Low-resolution semantic positive alpha.,96.06,one_factor_alpha_split,3.9399999999999977,33.39999999999999,0.21,alpha_low_pos_scale,66.60000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
progan,99.875,0.0,0.25,0.4,0.1875,0.0,1.0,99.99990627650118,99.99990625000001,0.25,Low-resolution semantic positive alpha.,99.75,one_factor_alpha_split,0.25,0.0,0.21,alpha_low_pos_scale,100.0,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
stable_diffusion_v_1_4,92.60000000000001,0.0,0.25,0.4,0.1875,0.0,1.0,98.77877608825402,98.70225277777777,0.25,Low-resolution semantic positive alpha.,86.76666666666667,one_factor_alpha_split,13.233333333333334,1.566666666666677,0.21,alpha_low_pos_scale,98.43333333333332,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
stable_diffusion_v_1_5,93.0,0.0,0.25,0.4,0.1875,0.0,1.0,98.91530400281752,98.7940828125,0.25,Low-resolution semantic positive alpha.,87.3375,one_factor_alpha_split,12.662499999999994,1.3375000000000057,0.21,alpha_low_pos_scale,98.6625,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
stargan,99.94997498749375,0.0,0.25,0.4,0.1875,0.0,1.0,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.10005002501250715,0.21,alpha_low_pos_scale,99.89994997498749,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
stylegan,98.89000166917043,0.0,0.25,0.4,0.1875,0.0,1.0,99.99777682482473,99.99777388221095,0.25,Low-resolution semantic positive alpha.,97.78000333834085,one_factor_alpha_split,2.2199966616591524,0.0,0.21,alpha_low_pos_scale,100.0,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
stylegan2,98.51652478718077,0.0,0.25,0.4,0.1875,0.0,1.0,99.99570553746875,99.99567296613424,0.25,Low-resolution semantic positive alpha.,97.04556835252879,one_factor_alpha_split,2.9544316474712105,0.012518778167248001,0.21,alpha_low_pos_scale,99.98748122183275,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.0,1.0,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
wukong,87.04166666666666,0.0,0.25,0.4,0.1875,0.0,1.0,97.59780669318988,97.47825833333333,0.25,Low-resolution semantic positive alpha.,75.66666666666667,one_factor_alpha_split,24.33333333333333,1.5833333333333428,0.21,alpha_low_pos_scale,98.41666666666666,1.0,none,1.0,1.0,False,0.5,1.0,0.0,AS0_alpha_low_pos_scale_0p00
ADM,96.14166666666667,0.0,0.25,0.4,0.1875,0.075,0.75,99.50766626460765,99.4668138888889,0.25,Low-resolution semantic positive alpha.,93.71666666666667,one_factor_alpha_split,6.283333333333331,1.4333333333333371,0.21,alpha_low_pos_scale,98.56666666666666,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
DALLE2,98.7,0.0,0.25,0.4,0.1875,0.075,0.75,99.89818468826151,99.88,0.25,Low-resolution semantic positive alpha.,98.8,one_factor_alpha_split,1.2000000000000028,1.4000000000000057,0.21,alpha_low_pos_scale,98.6,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
Glide,98.49166666666666,0.0,0.25,0.4,0.1875,0.075,0.75,99.83335530703023,99.83987222222223,0.25,Low-resolution semantic positive alpha.,98.41666666666666,one_factor_alpha_split,1.5833333333333428,1.4333333333333371,0.21,alpha_low_pos_scale,98.56666666666666,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
Midjourney,97.34166666666667,0.0,0.25,0.4,0.1875,0.075,0.75,99.67651400708084,99.64616944444444,0.25,Low-resolution semantic positive alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,1.5499999999999972,0.21,alpha_low_pos_scale,98.45,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
VQDM,92.95,0.0,0.25,0.4,0.1875,0.075,0.75,99.05556328287051,99.06581944444444,0.25,Low-resolution semantic positive alpha.,87.38333333333334,one_factor_alpha_split,12.61666666666666,1.4833333333333343,0.21,alpha_low_pos_scale,98.51666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
biggan,89.25,0.0,0.25,0.4,0.1875,0.075,0.75,98.14958878391853,98.244975,0.25,Low-resolution semantic positive alpha.,99.0,one_factor_alpha_split,1.0,20.5,0.21,alpha_low_pos_scale,79.5,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
coco_sdxl_nw,98.775,0.0,0.25,0.4,0.1875,0.075,0.75,99.97019885074849,99.96907499999999,0.25,Low-resolution semantic positive alpha.,99.7,one_factor_alpha_split,0.29999999999999716,2.1499999999999915,0.21,alpha_low_pos_scale,97.85000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
cyclegan,96.70704012112036,0.0,0.25,0.4,0.1875,0.075,0.75,99.04642894109631,99.20001879611998,0.25,Low-resolution semantic positive alpha.,99.77289931869797,one_factor_alpha_split,0.22710068130203354,6.358819076457237,0.21,alpha_low_pos_scale,93.64118092354276,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
gaugan,83.0,0.0,0.25,0.4,0.1875,0.075,0.75,93.11157900510665,94.852346,0.25,Low-resolution semantic positive alpha.,99.72,one_factor_alpha_split,0.28000000000000114,33.72,0.21,alpha_low_pos_scale,66.28,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
progan,99.9375,0.0,0.25,0.4,0.1875,0.075,0.75,99.99996874218164,99.99996875000001,0.25,Low-resolution semantic positive alpha.,99.9,one_factor_alpha_split,0.09999999999999432,0.024999999999991473,0.21,alpha_low_pos_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
stable_diffusion_v_1_4,92.60833333333333,0.0,0.25,0.4,0.1875,0.075,0.75,98.75443179459437,98.68265833333332,0.25,Low-resolution semantic positive alpha.,86.81666666666666,one_factor_alpha_split,13.183333333333337,1.5999999999999943,0.21,alpha_low_pos_scale,98.4,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
stable_diffusion_v_1_5,93.0125,0.0,0.25,0.4,0.1875,0.075,0.75,98.8966471312796,98.77578125000001,0.25,Low-resolution semantic positive alpha.,87.47500000000001,one_factor_alpha_split,12.524999999999991,1.4499999999999886,0.21,alpha_low_pos_scale,98.55000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
stargan,99.92496248124063,0.0,0.25,0.4,0.1875,0.075,0.75,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.15007503751876072,0.21,alpha_low_pos_scale,99.84992496248124,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
stylegan,99.13203138040394,0.0,0.25,0.4,0.1875,0.075,0.75,99.99819638942742,99.99819180169575,0.25,Low-resolution semantic positive alpha.,98.28075446503088,one_factor_alpha_split,1.7192455349691187,0.01669170422300681,0.21,alpha_low_pos_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
stylegan2,98.73560340510767,0.0,0.25,0.4,0.1875,0.075,0.75,99.99584082487681,99.99580774516808,0.25,Low-resolution semantic positive alpha.,97.48372558838257,one_factor_alpha_split,2.516274411617431,0.012518778167248001,0.21,alpha_low_pos_scale,99.98748122183275,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.075,0.75,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
wukong,87.33333333333333,0.0,0.25,0.4,0.1875,0.075,0.75,97.5959290628384,97.47355277777778,0.25,Low-resolution semantic positive alpha.,76.28333333333333,one_factor_alpha_split,23.71666666666667,1.61666666666666,0.21,alpha_low_pos_scale,98.38333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.25,AS0_alpha_low_pos_scale_0p25
ADM,96.21666666666667,0.0,0.25,0.4,0.1875,0.15,0.5,99.52506359404542,99.48225000000001,0.25,Low-resolution semantic positive alpha.,94.11666666666667,one_factor_alpha_split,5.883333333333326,1.6833333333333371,0.21,alpha_low_pos_scale,98.31666666666666,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
DALLE2,98.4,0.0,0.25,0.4,0.1875,0.15,0.5,99.88866713392224,99.8698,0.25,Low-resolution semantic positive alpha.,98.8,one_factor_alpha_split,1.2000000000000028,2.0,0.21,alpha_low_pos_scale,98.0,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
Glide,98.46666666666667,0.0,0.25,0.4,0.1875,0.15,0.5,99.84259136890242,99.84260277777778,0.25,Low-resolution semantic positive alpha.,98.5,one_factor_alpha_split,1.5,1.566666666666677,0.21,alpha_low_pos_scale,98.43333333333332,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
Midjourney,97.3,0.0,0.25,0.4,0.1875,0.15,0.5,99.6655590454357,99.63554444444445,0.25,Low-resolution semantic positive alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,1.6333333333333258,0.21,alpha_low_pos_scale,98.36666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
VQDM,93.18333333333332,0.0,0.25,0.4,0.1875,0.15,0.5,99.0860981111324,99.08261388888889,0.25,Low-resolution semantic positive alpha.,87.9,one_factor_alpha_split,12.099999999999994,1.5333333333333314,0.21,alpha_low_pos_scale,98.46666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
biggan,89.35,0.0,0.25,0.4,0.1875,0.15,0.5,98.82660909714632,98.8274,0.25,Low-resolution semantic positive alpha.,99.25,one_factor_alpha_split,0.75,20.549999999999997,0.21,alpha_low_pos_scale,79.45,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
coco_sdxl_nw,98.725,0.0,0.25,0.4,0.1875,0.15,0.5,99.96494229442719,99.963775,0.25,Low-resolution semantic positive alpha.,99.7,one_factor_alpha_split,0.29999999999999716,2.25,0.21,alpha_low_pos_scale,97.75,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
cyclegan,96.78274034822104,0.0,0.25,0.4,0.1875,0.15,0.5,99.50923996912042,99.56367787347116,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,6.434519303557906,0.21,alpha_low_pos_scale,93.5654806964421,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
gaugan,83.0,0.0,0.25,0.4,0.1875,0.15,0.5,97.19689685021227,97.814982,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,34.0,0.21,alpha_low_pos_scale,66.0,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
progan,99.9625,0.0,0.25,0.4,0.1875,0.15,0.5,99.99998124999922,99.99998125,0.25,Low-resolution semantic positive alpha.,99.95,one_factor_alpha_split,0.04999999999999716,0.024999999999991473,0.21,alpha_low_pos_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
stable_diffusion_v_1_4,92.64166666666667,0.0,0.25,0.4,0.1875,0.15,0.5,98.72040664158939,98.65726944444444,0.25,Low-resolution semantic positive alpha.,86.95,one_factor_alpha_split,13.049999999999997,1.6666666666666714,0.21,alpha_low_pos_scale,98.33333333333333,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
stable_diffusion_v_1_5,93.03125,0.0,0.25,0.4,0.1875,0.15,0.5,98.87037264401387,98.7513453125,0.25,Low-resolution semantic positive alpha.,87.5625,one_factor_alpha_split,12.4375,1.5,0.21,alpha_low_pos_scale,98.5,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
stargan,99.89994997498749,0.0,0.25,0.4,0.1875,0.15,0.5,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.2001000500250143,0.21,alpha_low_pos_scale,99.79989994997499,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
stylegan,99.25721916207645,0.0,0.25,0.4,0.1875,0.15,0.5,99.99825026537657,99.99824473816383,0.25,Low-resolution semantic positive alpha.,98.5311300283759,one_factor_alpha_split,1.4688699716241018,0.01669170422300681,0.21,alpha_low_pos_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
stylegan2,98.81071607411117,0.0,0.25,0.4,0.1875,0.15,0.5,99.99576888152626,99.99573722125503,0.25,Low-resolution semantic positive alpha.,97.63395092638957,one_factor_alpha_split,2.3660490736104265,0.012518778167248001,0.21,alpha_low_pos_scale,99.98748122183275,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.15,0.5,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
wukong,87.48333333333333,0.0,0.25,0.4,0.1875,0.15,0.5,97.57661751085965,97.45425277777777,0.25,Low-resolution semantic positive alpha.,76.66666666666667,one_factor_alpha_split,23.33333333333333,1.7000000000000028,0.21,alpha_low_pos_scale,98.3,1.0,none,1.0,1.0,False,0.5,1.0,0.5,AS0_alpha_low_pos_scale_0p50
ADM,96.275,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.52698398177883,99.48334444444444,0.25,Low-resolution semantic positive alpha.,94.35,one_factor_alpha_split,5.650000000000006,1.7999999999999972,0.21,alpha_low_pos_scale,98.2,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
DALLE2,98.4,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.87527937808883,99.85589999999999,0.25,Low-resolution semantic positive alpha.,98.8,one_factor_alpha_split,1.2000000000000028,2.0,0.21,alpha_low_pos_scale,98.0,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
Glide,98.38333333333334,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.84552800701691,99.84244722222222,0.25,Low-resolution semantic positive alpha.,98.5,one_factor_alpha_split,1.5,1.7333333333333343,0.21,alpha_low_pos_scale,98.26666666666667,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
Midjourney,97.26666666666667,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.65169295455011,99.62242222222221,0.25,Low-resolution semantic positive alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,1.7000000000000028,0.21,alpha_low_pos_scale,98.3,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
VQDM,93.34166666666667,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.09147730416487,99.08194444444445,0.25,Low-resolution semantic positive alpha.,88.28333333333333,one_factor_alpha_split,11.716666666666669,1.5999999999999943,0.21,alpha_low_pos_scale,98.4,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
biggan,89.35,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.13033667885412,99.093775,0.25,Low-resolution semantic positive alpha.,99.3,one_factor_alpha_split,0.7000000000000028,20.599999999999994,0.21,alpha_low_pos_scale,79.4,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
coco_sdxl_nw,98.45,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.95613145598034,99.95515,0.25,Low-resolution semantic positive alpha.,99.7,one_factor_alpha_split,0.29999999999999716,2.799999999999997,0.21,alpha_low_pos_scale,97.2,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
cyclegan,96.7448902346707,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.73131434269784,99.74969069494642,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,6.510219530658588,0.21,alpha_low_pos_scale,93.48978046934141,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
gaugan,82.87,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,98.88047069828833,99.07634,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,34.260000000000005,0.21,alpha_low_pos_scale,65.74,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
progan,99.97500000000001,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.99998750156212,99.9999875,0.25,Low-resolution semantic positive alpha.,99.97500000000001,one_factor_alpha_split,0.024999999999991473,0.024999999999991473,0.21,alpha_low_pos_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
stable_diffusion_v_1_4,92.60833333333333,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,98.6772751475268,98.62685555555557,0.25,Low-resolution semantic positive alpha.,86.96666666666667,one_factor_alpha_split,13.033333333333331,1.75,0.21,alpha_low_pos_scale,98.25,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
stable_diffusion_v_1_5,93.00625,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,98.83558111388562,98.72078437500001,0.25,Low-resolution semantic positive alpha.,87.6,one_factor_alpha_split,12.400000000000006,1.5874999999999915,0.21,alpha_low_pos_scale,98.41250000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_low_pos_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
stylegan,99.31564012685695,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.99825069759292,99.99824473816383,0.25,Low-resolution semantic positive alpha.,98.6479719579369,one_factor_alpha_split,1.3520280420630968,0.01669170422300681,0.21,alpha_low_pos_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
stylegan2,98.84827240861291,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,99.9956204330053,99.99559147183469,0.25,Low-resolution semantic positive alpha.,97.72158237356035,one_factor_alpha_split,2.278417626439648,0.025037556334510214,0.21,alpha_low_pos_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
wukong,87.54166666666666,0.0,0.25,0.4,0.1875,0.22499999999999998,0.25000000000000006,97.54466553464393,97.42553472222222,0.25,Low-resolution semantic positive alpha.,76.9,one_factor_alpha_split,23.099999999999994,1.8166666666666629,0.21,alpha_low_pos_scale,98.18333333333334,1.0,none,1.0,1.0,False,0.5,1.0,0.75,AS0_alpha_low_pos_scale_0p75
ADM,96.34166666666667,0.0,0.25,0.4,0.1875,0.3,0.0,99.51956888110576,99.47610555555556,0.25,Low-resolution semantic positive alpha.,94.55,one_factor_alpha_split,5.450000000000003,1.8666666666666742,0.21,alpha_low_pos_scale,98.13333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
DALLE2,98.15,0.0,0.25,0.4,0.1875,0.3,0.0,99.8560647653458,99.8359,0.25,Low-resolution semantic positive alpha.,98.8,one_factor_alpha_split,1.2000000000000028,2.5,0.21,alpha_low_pos_scale,97.5,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
Glide,98.38333333333334,0.0,0.25,0.4,0.1875,0.3,0.0,99.84511579957446,99.84023055555555,0.25,Low-resolution semantic positive alpha.,98.53333333333333,one_factor_alpha_split,1.4666666666666686,1.7666666666666657,0.21,alpha_low_pos_scale,98.23333333333333,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
Midjourney,97.2,0.0,0.25,0.4,0.1875,0.3,0.0,99.63461124917676,99.6067,0.25,Low-resolution semantic positive alpha.,96.23333333333333,one_factor_alpha_split,3.7666666666666657,1.8333333333333286,0.21,alpha_low_pos_scale,98.16666666666667,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
VQDM,93.40833333333333,0.0,0.25,0.4,0.1875,0.3,0.0,99.08256864369835,99.07156388888889,0.25,Low-resolution semantic positive alpha.,88.51666666666667,one_factor_alpha_split,11.483333333333334,1.7000000000000028,0.21,alpha_low_pos_scale,98.3,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
biggan,89.325,0.0,0.25,0.4,0.1875,0.3,0.0,99.26843368313611,99.219275,0.25,Low-resolution semantic positive alpha.,99.3,one_factor_alpha_split,0.7000000000000028,20.650000000000006,0.21,alpha_low_pos_scale,79.35,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
coco_sdxl_nw,98.35000000000001,0.0,0.25,0.4,0.1875,0.3,0.0,99.9416677829944,99.9414625,0.25,Low-resolution semantic positive alpha.,99.7,one_factor_alpha_split,0.29999999999999716,3.0,0.21,alpha_low_pos_scale,97.0,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
cyclegan,96.63133989401969,0.0,0.25,0.4,0.1875,0.3,0.0,99.83309802712017,99.83948801202952,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,6.737320211960636,0.21,alpha_low_pos_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
gaugan,82.83,0.0,0.25,0.4,0.1875,0.3,0.0,99.50537386675106,99.577634,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,34.34,0.21,alpha_low_pos_scale,65.66,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.0,99.99999375156212,99.99999375,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.024999999999991473,0.21,alpha_low_pos_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
stable_diffusion_v_1_4,92.55833333333334,0.0,0.25,0.4,0.1875,0.3,0.0,98.62378111245272,98.59178055555556,0.25,Low-resolution semantic positive alpha.,87.0,one_factor_alpha_split,13.0,1.88333333333334,0.21,alpha_low_pos_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
stable_diffusion_v_1_5,92.90625,0.0,0.25,0.4,0.1875,0.3,0.0,98.79108529386482,98.6842328125,0.25,Low-resolution semantic positive alpha.,87.6375,one_factor_alpha_split,12.362499999999997,1.8250000000000028,0.21,alpha_low_pos_scale,98.175,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.0,100.0,100.0,0.25,Low-resolution semantic positive alpha.,100.0,one_factor_alpha_split,0.0,0.25012506253126787,0.21,alpha_low_pos_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
stylegan,99.34902353530295,0.0,0.25,0.4,0.1875,0.3,0.0,99.99820935479707,99.99820294621536,0.25,Low-resolution semantic positive alpha.,98.71473877482892,one_factor_alpha_split,1.2852612251710838,0.01669170422300681,0.21,alpha_low_pos_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
stylegan2,98.87956935403105,0.0,0.25,0.4,0.1875,0.3,0.0,99.99537859382099,99.99535325772835,0.25,Low-resolution semantic positive alpha.,97.78417626439659,one_factor_alpha_split,2.215823735603408,0.025037556334510214,0.21,alpha_low_pos_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.3,0.0,97.45436924756699,97.0824,0.25,Low-resolution semantic positive alpha.,90.3,one_factor_alpha_split,9.700000000000003,9.899999999999991,0.21,alpha_low_pos_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
wukong,87.61666666666666,0.0,0.25,0.4,0.1875,0.3,0.0,97.50111565340606,97.38930833333333,0.25,Low-resolution semantic positive alpha.,77.13333333333333,one_factor_alpha_split,22.866666666666674,1.9000000000000057,0.21,alpha_low_pos_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.0,AS0_alpha_low_pos_scale_1p00
ADM,96.375,0.0,0.25,0.4,0.1875,0.375,0.25000000000000006,99.50498908137709,99.46289166666666,0.25,Low-resolution semantic positive alpha.,94.65,one_factor_alpha_split,5.349999999999994,1.9000000000000057,0.21,alpha_low_pos_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.25,AS0_alpha_low_pos_scale_1p25
