generator,acc,alpha_high_neg,alpha_high_neg_guard,alpha_high_pos,alpha_low_neg,alpha_low_pos,anchor_distance,ap,auc,beta,description,f_acc,family,fnr,fpr,gamma,parameter,r_acc,residual_scale,selection_data,semantic_neg_scale,semantic_pos_scale,target_labels_used_for_selection,threshold,tile_scale,value,variant
coco_sdxl_nw,98.35000000000001,0.0,0.25,0.4,0.1875,0.3,0.0,99.9416677829944,99.9414625,0.25,Semantic real-side negative evidence scale.,99.7,one_factor_compact,0.29999999999999716,3.0,0.21,semantic_neg_scale,97.0,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
cyclegan,96.63133989401969,0.0,0.25,0.4,0.1875,0.3,0.0,99.83309802712017,99.83948801202952,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,6.737320211960636,0.21,semantic_neg_scale,93.26267978803936,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
gaugan,82.83,0.0,0.25,0.4,0.1875,0.3,0.0,99.50537386675106,99.577634,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,34.34,0.21,semantic_neg_scale,65.66,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.0,99.99999375156212,99.99999375,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,semantic_neg_scale,99.97500000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
stable_diffusion_v_1_4,92.55833333333334,0.0,0.25,0.4,0.1875,0.3,0.0,98.62378111245272,98.59178055555556,0.25,Semantic real-side negative evidence scale.,87.0,one_factor_compact,13.0,1.88333333333334,0.21,semantic_neg_scale,98.11666666666666,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
stable_diffusion_v_1_5,92.90625,0.0,0.25,0.4,0.1875,0.3,0.0,98.79108529386482,98.6842328125,0.25,Semantic real-side negative evidence scale.,87.6375,one_factor_compact,12.362499999999997,1.8250000000000028,0.21,semantic_neg_scale,98.175,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
stargan,99.87493746873437,0.0,0.25,0.4,0.1875,0.3,0.0,100.0,100.0,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,0.25012506253126787,0.21,semantic_neg_scale,99.74987493746873,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
stylegan,99.34902353530295,0.0,0.25,0.4,0.1875,0.3,0.0,99.99820935479707,99.99820294621536,0.25,Semantic real-side negative evidence scale.,98.71473877482892,one_factor_compact,1.2852612251710838,0.01669170422300681,0.21,semantic_neg_scale,99.983308295777,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
stylegan2,98.87956935403105,0.0,0.25,0.4,0.1875,0.3,0.0,99.99537859382099,99.99535325772835,0.25,Semantic real-side negative evidence scale.,97.78417626439659,one_factor_compact,2.215823735603408,0.025037556334510214,0.21,semantic_neg_scale,99.97496244366549,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
whichfaceisreal,90.2,0.0,0.25,0.4,0.1875,0.3,0.0,97.45436924756699,97.0824,0.25,Semantic real-side negative evidence scale.,90.3,one_factor_compact,9.700000000000003,9.899999999999991,0.21,semantic_neg_scale,90.10000000000001,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
wukong,87.61666666666666,0.0,0.25,0.4,0.1875,0.3,0.0,97.50111565340606,97.38930833333333,0.25,Semantic real-side negative evidence scale.,77.13333333333333,one_factor_compact,22.866666666666674,1.9000000000000057,0.21,semantic_neg_scale,98.1,1.0,none,1.0,1.0,False,0.5,1.0,1.0,A1_semantic_neg_scale_1p00
ADM,96.03333333333333,0.0,0.3125,0.4,0.234375,0.3,0.5,99.49808795600626,99.455,0.25,Semantic real-side negative evidence scale.,93.76666666666667,one_factor_compact,6.233333333333334,1.7000000000000028,0.21,semantic_neg_scale,98.3,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
DALLE2,98.0,0.0,0.3125,0.4,0.234375,0.3,0.5,99.79776532145827,99.7671,0.25,Semantic real-side negative evidence scale.,98.4,one_factor_compact,1.5999999999999943,2.4000000000000057,0.21,semantic_neg_scale,97.6,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
Glide,98.3,0.0,0.3125,0.4,0.234375,0.3,0.5,99.82640320908213,99.81835833333334,0.25,Semantic real-side negative evidence scale.,98.21666666666667,one_factor_compact,1.7833333333333314,1.61666666666666,0.21,semantic_neg_scale,98.38333333333334,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
Midjourney,97.29166666666667,0.0,0.3125,0.4,0.234375,0.3,0.5,99.6739178242294,99.65378194444445,0.25,Semantic real-side negative evidence scale.,96.21666666666667,one_factor_compact,3.7833333333333314,1.6333333333333258,0.21,semantic_neg_scale,98.36666666666667,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
VQDM,92.7,0.0,0.3125,0.4,0.234375,0.3,0.5,98.96892470796169,98.94050555555556,0.25,Semantic real-side negative evidence scale.,86.96666666666667,one_factor_compact,13.033333333333331,1.566666666666677,0.21,semantic_neg_scale,98.43333333333332,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
biggan,90.95,0.0,0.3125,0.4,0.234375,0.3,0.5,99.34042665756415,99.30155,0.25,Semantic real-side negative evidence scale.,99.15,one_factor_compact,0.8499999999999943,17.25,0.21,semantic_neg_scale,82.75,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
coco_sdxl_nw,98.5,0.0,0.3125,0.4,0.234375,0.3,0.5,99.9451668273127,99.9452625,0.25,Semantic real-side negative evidence scale.,99.7,one_factor_compact,0.29999999999999716,2.700000000000003,0.21,semantic_neg_scale,97.3,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
cyclegan,96.9341408024224,0.0,0.3125,0.4,0.234375,0.3,0.5,99.85289289245173,99.85834143724989,0.25,Semantic real-side negative evidence scale.,99.92429977289932,one_factor_compact,0.07570022710068258,6.056018168054493,0.21,semantic_neg_scale,93.94398183194551,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
gaugan,85.28999999999999,0.0,0.3125,0.4,0.234375,0.3,0.5,99.53187174104103,99.60541,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,29.42,0.21,semantic_neg_scale,70.58,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
progan,99.9875,0.0,0.3125,0.4,0.234375,0.3,0.5,99.99999375156212,99.99999375,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,semantic_neg_scale,99.97500000000001,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
stable_diffusion_v_1_4,91.0,0.0,0.3125,0.4,0.234375,0.3,0.5,98.37940676598514,98.33137777777777,0.25,Semantic real-side negative evidence scale.,83.71666666666667,one_factor_compact,16.28333333333333,1.7166666666666686,0.21,semantic_neg_scale,98.28333333333333,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
stable_diffusion_v_1_5,91.2625,0.0,0.3125,0.4,0.234375,0.3,0.5,98.55559065614575,98.4357578125,0.25,Semantic real-side negative evidence scale.,84.1125,one_factor_compact,15.887500000000003,1.5874999999999915,0.21,semantic_neg_scale,98.41250000000001,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
stargan,99.87493746873437,0.0,0.3125,0.4,0.234375,0.3,0.5,100.0,100.0,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,0.25012506253126787,0.21,semantic_neg_scale,99.74987493746873,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
stylegan,99.22383575363044,0.0,0.3125,0.4,0.234375,0.3,0.5,99.99792555815526,99.99791597483578,0.25,Semantic real-side negative evidence scale.,98.4643632114839,one_factor_compact,1.5356367885161006,0.01669170422300681,0.21,semantic_neg_scale,99.983308295777,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
stylegan2,98.69178768152229,0.0,0.3125,0.4,0.234375,0.3,0.5,99.99513006192696,99.99511504362202,0.25,Semantic real-side negative evidence scale.,97.40861291937907,one_factor_compact,2.591387080620933,0.025037556334510214,0.21,semantic_neg_scale,99.97496244366549,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
whichfaceisreal,90.60000000000001,0.0,0.3125,0.4,0.234375,0.3,0.5,97.55063495570475,97.2103,0.25,Semantic real-side negative evidence scale.,90.3,one_factor_compact,9.700000000000003,9.099999999999994,0.21,semantic_neg_scale,90.9,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
wukong,85.96666666666667,0.0,0.3125,0.4,0.234375,0.3,0.5,97.2445139967741,97.11791805555555,0.25,Semantic real-side negative evidence scale.,73.61666666666666,one_factor_compact,26.38333333333334,1.6833333333333371,0.21,semantic_neg_scale,98.31666666666666,1.0,none,1.25,1.0,False,0.5,1.0,1.25,A1_semantic_neg_scale_1p25
ADM,95.78333333333333,0.0,0.375,0.4,0.28125,0.3,1.0,99.46586583332618,99.41994166666667,0.25,Semantic real-side negative evidence scale.,93.15,one_factor_compact,6.849999999999994,1.5833333333333428,0.21,semantic_neg_scale,98.41666666666666,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
DALLE2,97.65,0.0,0.375,0.4,0.28125,0.3,1.0,99.71322287523518,99.66760000000001,0.25,Semantic real-side negative evidence scale.,97.6,one_factor_compact,2.4000000000000057,2.299999999999997,0.21,semantic_neg_scale,97.7,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
Glide,98.16666666666667,0.0,0.375,0.4,0.28125,0.3,1.0,99.80289082320456,99.79077222222223,0.25,Semantic real-side negative evidence scale.,97.88333333333334,one_factor_compact,2.11666666666666,1.5499999999999972,0.21,semantic_neg_scale,98.45,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
Midjourney,97.32499999999999,0.0,0.375,0.4,0.28125,0.3,1.0,99.70008447633396,99.68410833333333,0.25,Semantic real-side negative evidence scale.,96.18333333333334,one_factor_compact,3.816666666666663,1.5333333333333314,0.21,semantic_neg_scale,98.46666666666667,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
VQDM,91.91666666666667,0.0,0.375,0.4,0.28125,0.3,1.0,98.83649343829525,98.78601111111112,0.25,Semantic real-side negative evidence scale.,85.31666666666666,one_factor_compact,14.683333333333337,1.4833333333333343,0.21,semantic_neg_scale,98.51666666666667,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
biggan,92.325,0.0,0.375,0.4,0.28125,0.3,1.0,99.3935902310877,99.361325,0.25,Semantic real-side negative evidence scale.,98.95,one_factor_compact,1.0499999999999972,14.299999999999997,0.21,semantic_neg_scale,85.7,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
coco_sdxl_nw,98.55000000000001,0.0,0.375,0.4,0.28125,0.3,1.0,99.94752156115003,99.9478125,0.25,Semantic real-side negative evidence scale.,99.7,one_factor_compact,0.29999999999999716,2.6000000000000085,0.21,semantic_neg_scale,97.39999999999999,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
cyclegan,97.1233913701741,0.0,0.375,0.4,0.28125,0.3,1.0,99.86402830299413,99.86865638113946,0.25,Semantic real-side negative evidence scale.,99.92429977289932,one_factor_compact,0.07570022710068258,5.677517032551094,0.21,semantic_neg_scale,94.3224829674489,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
gaugan,86.92,0.0,0.375,0.4,0.28125,0.3,1.0,99.55108701890826,99.625414,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,26.16000000000001,0.21,semantic_neg_scale,73.83999999999999,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
progan,99.9875,0.0,0.375,0.4,0.28125,0.3,1.0,99.99999375156212,99.99999375,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.21,semantic_neg_scale,99.97500000000001,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
stable_diffusion_v_1_4,89.28333333333333,0.0,0.375,0.4,0.28125,0.3,1.0,98.08641279132132,98.019575,0.25,Semantic real-side negative evidence scale.,80.11666666666667,one_factor_compact,19.883333333333326,1.5499999999999972,0.21,semantic_neg_scale,98.45,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
stable_diffusion_v_1_5,89.51249999999999,0.0,0.375,0.4,0.28125,0.3,1.0,98.27421020691857,98.1388734375,0.25,Semantic real-side negative evidence scale.,80.4875,one_factor_compact,19.512500000000003,1.4625000000000057,0.21,semantic_neg_scale,98.5375,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
stargan,99.89994997498749,0.0,0.375,0.4,0.28125,0.3,1.0,100.0,100.0,0.25,Semantic real-side negative evidence scale.,100.0,one_factor_compact,0.0,0.2001000500250143,0.21,semantic_neg_scale,99.79989994997499,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
stylegan,99.09864797195793,0.0,0.375,0.4,0.28125,0.3,1.0,99.99729479453232,99.99726402043949,0.25,Semantic real-side negative evidence scale.,98.21398764813888,one_factor_compact,1.7860123518611175,0.01669170422300681,0.21,semantic_neg_scale,99.983308295777,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
stylegan2,98.42889334001002,0.0,0.375,0.4,0.28125,0.3,1.0,99.9943280760631,99.99432047420154,0.25,Semantic real-side negative evidence scale.,96.88282423635454,one_factor_compact,3.117175763645463,0.025037556334510214,0.21,semantic_neg_scale,99.97496244366549,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
whichfaceisreal,91.05,0.0,0.375,0.4,0.28125,0.3,1.0,97.62592367756051,97.313,0.25,Semantic real-side negative evidence scale.,90.3,one_factor_compact,9.700000000000003,8.200000000000003,0.21,semantic_neg_scale,91.8,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
wukong,84.15833333333333,0.0,0.375,0.4,0.28125,0.3,1.0,96.93724899451838,96.79119444444444,0.25,Semantic real-side negative evidence scale.,69.86666666666666,one_factor_compact,30.13333333333334,1.5499999999999972,0.21,semantic_neg_scale,98.45,1.0,none,1.5,1.0,False,0.5,1.0,1.5,A1_semantic_neg_scale_1p50
ADM,94.025,0.0,0.25,0.4,0.1875,0.3,1.0,98.60239583077363,98.4449861111111,0.25,Residual gamma scale.,92.0,one_factor_compact,8.0,3.950000000000003,0.0,gamma_scale,96.05,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
DALLE2,92.4,0.0,0.25,0.4,0.1875,0.3,1.0,97.48889707034265,97.4928,0.25,Residual gamma scale.,92.60000000000001,one_factor_compact,7.3999999999999915,7.799999999999997,0.0,gamma_scale,92.2,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
Glide,96.3,0.0,0.25,0.4,0.1875,0.3,1.0,99.2262556164347,99.28493888888889,0.25,Residual gamma scale.,96.61666666666666,one_factor_compact,3.38333333333334,4.016666666666666,0.0,gamma_scale,95.98333333333333,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
Midjourney,87.48333333333333,0.0,0.25,0.4,0.1875,0.3,1.0,96.13880456337401,96.6818138888889,0.25,Residual gamma scale.,79.26666666666667,one_factor_compact,20.733333333333334,4.299999999999997,0.0,gamma_scale,95.7,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
VQDM,91.24166666666666,0.0,0.25,0.4,0.1875,0.3,1.0,97.98441362689306,97.89257222222221,0.25,Residual gamma scale.,86.41666666666666,one_factor_compact,13.583333333333343,3.933333333333337,0.0,gamma_scale,96.06666666666666,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
biggan,92.25,0.0,0.25,0.4,0.1875,0.3,1.0,99.5708327437297,99.53852499999999,0.25,Residual gamma scale.,99.4,one_factor_compact,0.5999999999999943,14.900000000000006,0.0,gamma_scale,85.1,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
coco_sdxl_nw,94.825,0.0,0.25,0.4,0.1875,0.3,1.0,98.54465926910379,98.743475,0.25,Residual gamma scale.,97.39999999999999,one_factor_compact,2.6000000000000085,7.75,0.0,gamma_scale,92.25,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
cyclegan,97.00984102952309,0.0,0.25,0.4,0.1875,0.3,1.0,99.94383550474922,99.94160595653626,0.25,Residual gamma scale.,99.92429977289932,one_factor_compact,0.07570022710068258,5.904617713853142,0.0,gamma_scale,94.09538228614686,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
gaugan,85.68,0.0,0.25,0.4,0.1875,0.3,1.0,99.90993483542614,99.91423999999999,0.25,Residual gamma scale.,99.98,one_factor_compact,0.01999999999999602,28.620000000000005,0.0,gamma_scale,71.38,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
progan,99.9625,0.0,0.25,0.4,0.1875,0.3,1.0,99.99995624999062,99.99995625,0.25,Residual gamma scale.,99.97500000000001,one_factor_compact,0.024999999999991473,0.04999999999999716,0.0,gamma_scale,99.95,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
stable_diffusion_v_1_4,75.25833333333334,0.0,0.25,0.4,0.1875,0.3,1.0,90.0304744249018,90.08083194444444,0.25,Residual gamma scale.,54.48333333333333,one_factor_compact,45.51666666666667,3.9666666666666686,0.0,gamma_scale,96.03333333333333,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
stable_diffusion_v_1_5,75.11250000000001,0.0,0.25,0.4,0.1875,0.3,1.0,90.52488301368102,90.4996078125,0.25,Residual gamma scale.,54.125,one_factor_compact,45.875,3.9000000000000057,0.0,gamma_scale,96.1,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
stargan,99.67483741870934,0.0,0.25,0.4,0.1875,0.3,1.0,99.99952636816313,99.99952452464352,0.25,Residual gamma scale.,100.0,one_factor_compact,0.0,0.6503251625812823,0.0,gamma_scale,99.34967483741872,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
stylegan,98.5812051410449,0.0,0.25,0.4,0.1875,0.3,1.0,99.94682241828838,99.94584877928922,0.25,Residual gamma scale.,97.52962777499583,one_factor_compact,2.4703722250041693,0.3672174929060219,0.0,gamma_scale,99.63278250709398,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
stylegan2,95.34927391086629,0.0,0.25,0.4,0.1875,0.3,1.0,99.88811701425901,99.89152481852473,0.25,Residual gamma scale.,90.98647971957938,one_factor_compact,9.013520280420622,0.2879318978467751,0.0,gamma_scale,99.71206810215322,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
whichfaceisreal,89.4,0.0,0.25,0.4,0.1875,0.3,1.0,99.12389038415225,99.0864,0.25,Residual gamma scale.,99.5,one_factor_compact,0.5,20.700000000000003,0.0,gamma_scale,79.3,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
wukong,75.925,0.0,0.25,0.4,0.1875,0.3,1.0,90.80917442529467,90.76416666666667,0.25,Residual gamma scale.,55.766666666666666,one_factor_compact,44.233333333333334,3.9166666666666714,0.0,gamma_scale,96.08333333333333,0.0,none,1.0,1.0,False,0.5,1.0,0.0,R0_gamma_scale_0p00
ADM,95.6,0.0,0.25,0.4,0.1875,0.3,0.75,99.16787470683333,99.07375,0.25,Residual gamma scale.,93.68333333333332,one_factor_compact,6.316666666666677,2.4833333333333343,0.0525,gamma_scale,97.51666666666667,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
DALLE2,95.7,0.0,0.25,0.4,0.1875,0.3,0.75,99.1505983698483,99.0805,0.25,Residual gamma scale.,96.8,one_factor_compact,3.200000000000003,5.400000000000006,0.0525,gamma_scale,94.6,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
Glide,97.6,0.0,0.25,0.4,0.1875,0.3,0.75,99.64574533675193,99.66870833333333,0.25,Residual gamma scale.,98.01666666666667,one_factor_compact,1.9833333333333343,2.816666666666663,0.0525,gamma_scale,97.18333333333334,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
Midjourney,93.24166666666667,0.0,0.25,0.4,0.1875,0.3,0.75,98.58380136819503,98.62922499999999,0.25,Residual gamma scale.,89.31666666666666,one_factor_compact,10.683333333333337,2.8333333333333286,0.0525,gamma_scale,97.16666666666667,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
VQDM,92.55,0.0,0.25,0.4,0.1875,0.3,0.75,98.64844701305877,98.58651388888889,0.25,Residual gamma scale.,87.78333333333333,one_factor_compact,12.216666666666669,2.683333333333337,0.0525,gamma_scale,97.31666666666666,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
biggan,91.77499999999999,0.0,0.25,0.4,0.1875,0.3,0.75,99.57451021032968,99.544825,0.25,Residual gamma scale.,99.45,one_factor_compact,0.5499999999999972,15.900000000000006,0.0525,gamma_scale,84.1,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
coco_sdxl_nw,96.7,0.0,0.25,0.4,0.1875,0.3,0.75,99.53288976561274,99.589775,0.25,Residual gamma scale.,98.85000000000001,one_factor_compact,1.1499999999999915,5.450000000000003,0.0525,gamma_scale,94.55,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
cyclegan,97.31264193792582,0.0,0.25,0.4,0.1875,0.3,0.75,99.94650608652634,99.94584654457975,0.25,Residual gamma scale.,99.92429977289932,one_factor_compact,0.07570022710068258,5.299015897047681,0.0525,gamma_scale,94.70098410295232,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
gaugan,85.05,0.0,0.25,0.4,0.1875,0.3,0.75,99.8926869091599,99.898588,0.25,Residual gamma scale.,100.0,one_factor_compact,0.0,29.900000000000006,0.0525,gamma_scale,70.1,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
progan,99.9875,0.0,0.25,0.4,0.1875,0.3,0.75,99.99997499687265,99.99997499999999,0.25,Residual gamma scale.,100.0,one_factor_compact,0.0,0.024999999999991473,0.0525,gamma_scale,99.97500000000001,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
stable_diffusion_v_1_4,82.36666666666666,0.0,0.25,0.4,0.1875,0.3,0.75,94.87134194281198,94.79108333333333,0.25,Residual gamma scale.,67.31666666666666,one_factor_compact,32.68333333333334,2.583333333333343,0.0525,gamma_scale,97.41666666666666,0.25,none,1.0,1.0,False,0.5,1.0,0.25,R0_gamma_scale_0p25
